技能组合编号,技能组合名称,组合层级,技能一名称,技能二名称,历史共现相似度,技能簇一,技能簇二,标准技能名称_技能一,技能编号_技能一,技能展示名称_技能一,技能一级类型_技能一,技能簇编号_技能一,技能簇名称_技能一,标准技能名称_技能二,技能编号_技能二,技能展示名称_技能二,技能一级类型_技能二,技能簇编号_技能二,技能簇名称_技能二,组合键,pair_jobs_x,pair_jobs_early,pair_jobs_late,pair_jobs_recent,NPMI_2016_2025,NPMI_2016_2020,NPMI_2021_2025,NPMI_2022_2025,跨期NPMI均为正,NPMI排名,工资互补效应_all_%,工资互补效应下限95_all_%,工资互补效应上限95_all_%,工资互补p值_all,工资互补BH调整p值_all,工资支持职业数_all,工资互补效应_recent_%,工资互补效应下限95_recent_%,工资互补效应上限95_recent_%,工资互补p值_recent,工资互补BH调整p值_recent,工资支持职业数_recent,pair_jobs_y,2025组合需求率,组合需求率_2028,组合需求率下限90_2028,组合需求率上限90_2028,2025_2028每万岗位需求变化,近期工资方向一致,工资证据权重,NPMI得分,工资得分,需求得分,互补证据等级,skill_type,cluster_id,cluster_name,original_type,skill_jobs,pair_jobs,recent_pair_jobs,active_months,AI共现提升度,AI共现强度_NPMI,历史AI协同占比,ai_given_skill_coef,ai_given_skill_se,ai_given_skill_p,ai_given_skill_low,ai_given_skill_high,ai_given_skill_occupations,ai_given_skill_weight,skill_given_ai_coef,skill_given_ai_se,skill_given_ai_p,skill_given_ai_low,skill_given_ai_high,skill_given_ai_occupations,skill_given_ai_weight,strict_complement_coef,strict_complement_se,strict_complement_p,strict_complement_low,strict_complement_high,strict_complement_occupations,strict_complement_weight,ai_given_skill_pct,ai_given_skill_low_pct,ai_given_skill_high_pct,ai_given_skill_bh_p,skill_given_ai_pct,skill_given_ai_low_pct,skill_given_ai_high_pct,skill_given_ai_bh_p,strict_complement_pct,strict_complement_low_pct,strict_complement_high_pct,strict_complement_bh_p,recent_ai_given_skill_coef,recent_ai_given_skill_se,recent_ai_given_skill_p,recent_ai_given_skill_low,recent_ai_given_skill_high,recent_ai_given_skill_occupations,recent_ai_given_skill_weight,recent_skill_given_ai_coef,recent_skill_given_ai_se,recent_skill_given_ai_p,recent_skill_given_ai_low,recent_skill_given_ai_high,recent_skill_given_ai_occupations,recent_skill_given_ai_weight,recent_strict_complement_coef,recent_strict_complement_se,recent_strict_complement_p,recent_strict_complement_low,recent_strict_complement_high,recent_strict_complement_occupations,recent_strict_complement_weight,recent_ai_given_skill_pct,recent_ai_given_skill_low_pct,recent_ai_given_skill_high_pct,recent_ai_given_skill_bh_p,recent_skill_given_ai_pct,recent_skill_given_ai_low_pct,recent_skill_given_ai_high_pct,recent_skill_given_ai_bh_p,recent_strict_complement_pct,recent_strict_complement_low_pct,recent_strict_complement_high_pct,recent_strict_complement_bh_p,2025_AI技能组合需求_每万岗位,2025_技能岗位中AI协同占比,2025_AI组合月薪中位数,2025_非AI组合月薪中位数,2025_AI组合城市覆盖率,2028_AI技能组合需求_每万岗位,2025_2028组合需求变化_每万岗位,2028_技能岗位中AI协同占比,AI协同占比变化_百分点,2028_AI组合月薪中位数,2028_非AI组合月薪中位数,2028_AI组合工资优势_%,2025_2028_AI组合工资变化_%,2028_AI组合城市覆盖率,城市覆盖率变化_百分点,AI协同优势类型,证据等级,AI组合未来市场前景,技能显示名称,技能一编号_技能一,cluster_a,cluster_a_nature,cluster_b,cluster_b_nature,cluster_a_1,cluster_b_1,2022_2025组合岗位数,2025组合岗位数,当前月薪中位数,平均最低经验年限,本科及以上岗位占比,覆盖职业小类数,覆盖城市数,有效职业广度,主要职业小类_TOP5,主要城市_TOP5,pair_n,n_a,n_b,标准化共现强度_NPMI,组合类型,工资互补对数系数,工资互补对数系数标准误,互补效应p值,工资互补对数系数下限95,工资互补对数系数上限95,工资共同支持职业数,工资互补估计权重,工资互补效应_%,互补效应下限95_%,互补效应上限95_%,互补效应BH调整p值,total_jobs_2025,2028组合需求率预测,2028组合需求率预测下限90,2028组合需求率预测上限90,2025_2028需求增长_%,status,需求预测模型,需求预测回测WMAE,total_hits
ZH00001,3ds Max+Maya,标准技能组合,3ds Max,Maya,0.955625629768756,5.0,5.0,3ds Max,JN0223,3ds Max（设计传媒内容）,方法、标准与流程,5.0,视觉设计与数字内容制作,Maya,JN0340,Maya（设计传媒内容）,方法、标准与流程,5.0,视觉设计与数字内容制作,3ds Max||Maya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JZ05422,Web前端开发+人力资源与行政管理,技能簇组合,Web前端开发,人力资源与行政管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002569824846148,,,,-1.2309329002550182,,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,技术性技能,17.0,专业知识与职能,10.0,17.0,489.0,152.0,13749.5,3.206730769230769,0.7648261758691206,28.0,86.0,7.350034606789102,信息和通信工程技术人员、软件和信息技术服务人员、人力资源专业人员、销售人员、管理（工业）工程技术人员,深圳、广州、上海、南京、合肥,3204.0,321881.0,530022.0,-0.2335484580035751,技术性技能×专业知识与职能,-0.026013166501239,0.021210959926938,0.2481410794930912,-0.073274130401921,0.021247797399443,11.0,2184.43973241349,-2.5677738890961828,-7.065396689798126,2.1475139162098458,0.3998820273845499,591480.0,0.0001338891945893,0.0,0.0004718547460965,-47.89948630544989,可预测,trend_seasonal,0.0001416786513182,3204.0
JZ05423,嵌入式与电子硬件开发+软件测试与质量保障,技能簇组合,嵌入式与电子硬件开发,软件测试与质量保障,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091786704537769,,,,62.588345286212906,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,技术性技能,21.0,技术性技能,11.0,21.0,13572.0,5429.0,15000.0,2.8623440214815985,0.8010610079575596,51.0,184.0,4.977763897593204,软件和信息技术服务人员、信息和通信工程技术人员、电子工程技术人员、机械工程技术人员、管理（工业）工程技术人员,深圳、上海、苏州、武汉、杭州,40797.0,607189.0,176381.0,0.2193146752362283,技术性技能×技术性技能,-0.007048856776792,0.0246953315081232,0.7778673199350297,-0.0581350422428922,0.0440373286893081,24.0,20343.95025515019,-0.7024071855174552,-5.647747656460334,4.502136343816643,0.8388906229956283,591480.0,0.0154375049823982,0.0055423787219255,0.0253326312428709,68.18890121548944,可预测,trend_seasonal,0.0029805160674633,40797.0
JZ05424,云计算、系统运维与DevOps+医药研发与药事管理,技能簇组合,云计算、系统运维与DevOps,医药研发与药事管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019730168391154,,,,11.825256184790604,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,技术性技能,18.0,专业知识与职能,13.0,18.0,2763.0,1167.0,18000.0,2.82168271243198,0.9410061527325372,47.0,122.0,7.870025076936618,信息和通信工程技术人员、数字技术工程技术人员、软件和信息技术服务人员、医疗辅助服务人员、信息通信网络运行管理人员,北京、上海、深圳、南京、广州,7509.0,531886.0,482409.0,-0.1987284113652096,技术性技能×专业知识与职能,0.0258755488159504,0.0311612340730356,0.4178356291971894,-0.0398689082558461,0.091620005887747,18.0,4559.064325858719,2.6213227074870527,-3.9084601028367914,9.594828904860702,0.5818501778719499,591480.0,0.0031555424575944,0.0018017551997928,0.0045093297153961,59.9348974137099,可预测,trend_seasonal,0.0007531153905389,7509.0
JZ05425,大数据工程与数据仓库+网络运维与信息安全,技能簇组合,大数据工程与数据仓库,网络运维与信息安全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0023551092175559,,,,-1.6269382880701064,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,技术性技能,22.0,技术性技能,19.0,22.0,3540.0,1393.0,15500.0,3.536898715267404,0.8872881355932203,47.0,177.0,7.9416367456893715,信息和通信工程技术人员、数字技术工程技术人员、软件和信息技术服务人员、管理（工业）工程技术人员、信息通信网络运行管理人员,北京、上海、深圳、广州、武汉,12904.0,245363.0,247703.0,0.090251304934641,技术性技能×技术性技能,0.0481233267872004,0.0121583418581336,0.0009220909591314,0.0225795984046632,0.0736670551697375,19.0,8610.446543443157,4.930005414962331,2.2836447073652613,7.644834791374929,0.0062590416619832,591480.0,0.0021924153887489,0.0009272611248347,0.0034677352653847,-6.908122459638955,可预测,seasonal_3y,0.0008167734655456,12904.0
JZ05426,安全环保与职业健康+网络运维与信息安全,技能簇组合,安全环保与职业健康,网络运维与信息安全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038209237844052,,,,-0.7944875804681258,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,专业知识与职能,22.0,技术性技能,20.0,22.0,6479.0,2260.0,11000.0,3.087000167308014,0.5943818490507794,76.0,278.0,16.329136567314,信息和通信工程技术人员、管理（工业）工程技术人员、安全生产管理人员、软件和信息技术服务人员、生产现场技术工艺人员,上海、北京、深圳、广州、苏州,21136.0,314324.0,247703.0,0.1386993275981233,技术性技能×专业知识与职能,-0.0252665950185712,0.0292825568036057,0.3933614031008635,-0.0844488499395842,0.0339156599024418,41.0,10366.11937994786,-2.495006607980314,-8.098133796528899,3.4497353440981406,0.5612290082458181,591480.0,0.0037414750263584,0.0019964692068889,0.0054864808458278,-2.079307584492418,可预测,seasonal_3y,0.000755848054084,21136.0
JZ05427,表达沟通与通用办公协作+软件测试与质量保障,技能簇组合,表达沟通与通用办公协作,软件测试与质量保障,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0163572732805842,,,,0.57203706687943,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,非技术性技能,21.0,技术性技能,1.0,21.0,27286.0,9675.0,13500.0,2.7983230011127005,0.779154144982775,68.0,268.0,4.593727993595876,软件和信息技术服务人员、信息和通信工程技术人员、管理（工业）工程技术人员、电子工程技术人员、机械工程技术人员,深圳、上海、北京、武汉、苏州,119139.0,4914485.0,176381.0,0.0352922566874556,技术性技能×非技术性技能,-0.006132106956717,0.0020643704362832,0.0061766204427891,-0.0103678452152026,-0.0018963686982314,28.0,29235.110064631357,-0.6113343960675899,-1.0314284371328837,-0.1894571727197626,0.0271286858663679,591480.0,0.0164144769872722,0.0003480365891054,0.0345932211473782,0.349714195677353,可预测,seasonal_3y,0.0051173314436344,119139.0
JZ05428,质量管理与持续改进+网络通信与软件开发基础,技能簇组合,质量管理与持续改进,网络通信与软件开发基础,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039595590721579,,,,12.0076426958563,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,专业知识与职能,7.0,技术性技能,6.0,7.0,6272.0,2342.0,15000.0,3.1231241473397,0.7916135204081632,54.0,177.0,7.764871944886379,信息和通信工程技术人员、软件和信息技术服务人员、管理（工业）工程技术人员、数字技术工程技术人员、机械工程技术人员,上海、北京、深圳、苏州、武汉,26356.0,774293.0,687467.0,-0.1508463728471481,技术性技能×专业知识与职能,0.0033667524882157,0.0064688475754906,0.6068369492298653,-0.0098840810846042,0.0166175860610357,29.0,16586.30578516489,0.3372426365100373,-0.9835394095912618,1.6756426140431584,0.7308143904703753,591480.0,0.0051603233417436,0.0021509344601468,0.0081697122233403,30.32570666842478,可预测,trend_seasonal,0.0013157489713664,26356.0
JZ05429,网络通信与软件开发基础+人工智能与数据挖掘,技能簇组合,网络通信与软件开发基础,人工智能与数据挖掘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0120950835193075,,,,2.5646039700260443,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,技术性技能,15.0,技术性技能,7.0,15.0,19075.0,7154.0,20000.0,2.7557738095238093,0.9202096985583224,57.0,216.0,4.841010621903141,信息和通信工程技术人员、数字技术工程技术人员、软件和信息技术服务人员、管理（工业）工程技术人员、证券期货基金专业人员,北京、上海、深圳、南京、杭州,73528.0,687467.0,624886.0,0.0779361851877682,技术性技能×技术性技能,0.0124428454874624,0.0099579341191888,0.2200009452924922,-0.0077941114504067,0.0326798024253316,35.0,27871.098103715136,1.2520579766662765,-0.776381612323682,3.321965184284149,0.3705279078610395,591480.0,0.0123515439163101,0.0028304024293138,0.0220972996597675,2.120368963084984,可预测,seasonal_3y,0.0043349084864916,73528.0
JZ05430,网络通信与软件开发基础+网络运维与信息安全,技能簇组合,网络通信与软件开发基础,网络运维与信息安全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066325150470007,,,,14.438531710627682,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,技术性技能,22.0,技术性技能,7.0,22.0,14081.0,3923.0,12500.0,2.649461507778221,0.755628151409701,60.0,281.0,5.253284739793662,信息和通信工程技术人员、软件和信息技术服务人员、信息通信网络运行管理人员、管理（工业）工程技术人员、数字技术工程技术人员,北京、上海、深圳、广州、成都,78897.0,687467.0,247703.0,0.2921387865575391,技术性技能×技术性技能,-0.0412965573613176,0.0229239348230382,0.0813646977442657,-0.0880502306772189,0.0054571159545836,32.0,29458.830032031292,-4.045547224377096,-8.428512141041441,0.5472033134436858,0.185976451986893,591480.0,0.0080763682180635,0.0018551554152613,0.0146551407903496,21.769316176910692,可预测,seasonal_3y,0.0040403598774356,78897.0
JZ05431,机械设计与制造+工业自动化与电气控制,技能簇组合,机械设计与制造,工业自动化与电气控制,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03048792858592,,,,181.38344581619867,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,技术性技能,9.0,技术性技能,8.0,9.0,48973.0,18033.0,11500.0,3.0335909302274087,0.5875686602821963,122.0,353.0,12.566027773801927,机械工程技术人员、电气工程技术人员、管理（工业）工程技术人员、生产现场技术工艺人员、建筑工程技术人员,深圳、苏州、上海、武汉、东莞,142133.0,691898.0,984310.0,0.1390399991540425,技术性技能×技术性技能,0.0235326018585723,0.0093559475001705,0.014687423584739,0.0048046381667361,0.0422605655504085,59.0,57021.13646812992,2.381167836608285,0.4816198948401442,4.3166256531062706,0.0506151212766391,591480.0,0.0486262731675399,0.0363952765606358,0.060857269774444,59.493528825689125,可预测,trend_seasonal,0.0041894017178342,142133.0
JZ05432,机械设计与制造+金融风控、投资与合规,技能簇组合,机械设计与制造,金融风控、投资与合规,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058598769189152,,,,-2.4310529971904513,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,技术性技能,14.0,专业知识与职能,8.0,14.0,9827.0,3466.0,11500.0,3.260778011747756,0.650147552661036,89.0,282.0,20.204828522869192,机械工程技术人员、管理（工业）工程技术人员、建筑工程技术人员、生产现场技术工艺人员、信息和通信工程技术人员,深圳、上海、北京、苏州、成都,40517.0,691898.0,804400.0,-0.0908227035386682,技术性技能×专业知识与职能,-0.0148336125293801,0.0091806334210398,0.1124414979297945,-0.0332734574420664,0.0036062323833061,51.0,22026.807293690003,-1.4724136475964225,-3.272598485810137,0.3612742662815246,0.2256546313843804,591480.0,0.0056167716191962,0.0038198687007727,0.0074136745376196,-4.148641739117743,可预测,seasonal_3y,0.0007710360639021,40517.0
JZ05433,机械设计与制造+人力资源与行政管理,技能簇组合,机械设计与制造,人力资源与行政管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025732061946304,,,,-3.558880963667318,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,技术性技能,17.0,专业知识与职能,8.0,17.0,4037.0,1522.0,11500.0,3.609870416322029,0.5783998018330443,67.0,245.0,16.94896486992226,机械工程技术人员、管理（工业）工程技术人员、生产现场技术工艺人员、建筑工程技术人员、人力资源专业人员,东莞、苏州、上海、深圳、成都,13650.0,691898.0,530022.0,-0.1797932194587702,技术性技能×专业知识与职能,-0.0094713423336427,0.0140008210055094,0.5029402052593221,-0.0378397003312256,0.0188970156639401,38.0,8328.413885063019,-0.9426630442728562,-3.7132724173661855,1.907669427642009,0.6588222571818021,591480.0,0.0022173180982636,0.0012346113971618,0.0032000247993655,-13.830531618856412,可预测,seasonal_3y,0.0003866334574959,13650.0
JZ05434,云计算、系统运维与DevOps+大数据工程与数据仓库,技能簇组合,云计算、系统运维与DevOps,大数据工程与数据仓库,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0107509974978021,,,,-3.202650834578294,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,技术性技能,19.0,技术性技能,13.0,19.0,20848.0,6359.0,15500.0,3.046478946546609,0.8956254796623178,51.0,237.0,4.794231104311789,数字技术工程技术人员、信息和通信工程技术人员、软件和信息技术服务人员、信息通信网络运行管理人员、管理（工业）工程技术人员,北京、上海、深圳、广州、南京,101373.0,531886.0,245363.0,0.425497483450544,技术性技能×技术性技能,-0.0377980448733663,0.0182887886871062,0.0484717100998214,-0.0753235396110303,-0.0002725501357023,28.0,31440.67410161049,-3.709261466104529,-7.255662688627544,-0.027251299728825,0.1248007248547126,591480.0,0.0104307324143442,0.0004822019569947,0.0222803583739952,-2.97893366195372,可预测,seasonal_3y,0.0050753497489976,101373.0
JZ05435,金融风控、投资与合规+软件测试与质量保障,技能簇组合,金融风控、投资与合规,软件测试与质量保障,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010837221884087,,,,-0.5595934654528765,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,专业知识与职能,21.0,技术性技能,14.0,21.0,1729.0,641.0,13000.0,2.937080024434942,0.8050896471949104,36.0,113.0,5.32743366741292,软件和信息技术服务人员、信息和通信工程技术人员、管理（工业）工程技术人员、机械工程技术人员、电子工程技术人员,深圳、北京、上海、南京、广州,7745.0,804400.0,176381.0,-0.1104919907466327,技术性技能×专业知识与职能,0.0081811749279261,0.0098603433770824,0.418204815345464,-0.0126223311318267,0.0289846809876789,18.0,5422.040477049456,0.8214732189712316,-1.254300362701686,2.9408824827872495,0.5818501778719499,591480.0,0.0010277628418634,0.000176405693318,0.0019802463812839,-5.163624694946445,可预测,seasonal_3y,0.0004551758144739,7745.0
JZ05436,大数据工程与数据仓库+安全环保与职业健康,技能簇组合,大数据工程与数据仓库,安全环保与职业健康,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009349428552106,,,,3.4460860558301,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,技术性技能,20.0,专业知识与职能,19.0,20.0,1346.0,553.0,11500.0,3.1160714285714284,0.6463595839524517,46.0,173.0,18.630075975890872,仓储物流服务人员、软件和信息技术服务人员、信息和通信工程技术人员、数字技术工程技术人员、管理（工业）工程技术人员,北京、上海、广州、成都、深圳,3418.0,245363.0,314324.0,-0.1255976004532515,技术性技能×专业知识与职能,-0.0052822846415646,0.0212841455077837,0.8065260658242325,-0.0496802341770889,0.0391156648939595,21.0,2500.234604067853,-0.5268357908493894,-4.8466356202708685,3.989075554837563,0.8602944702125147,591480.0,0.0012795514607936,0.0007530474209789,0.0018060555006084,36.85878807056759,可预测,trend_seasonal,0.0002975267154053,3418.0
JZ05437,组织协调与商业执行+供应链与物流管理,技能簇组合,组织协调与商业执行,供应链与物流管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1396716710624197,,,,-180.29356822121173,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,非技术性技能,4.0,专业知识与职能,2.0,4.0,204662.0,82613.0,11500.0,2.8729203802733214,0.6973595489147961,177.0,392.0,21.75389727341846,销售人员、管理（工业）工程技术人员、仓储物流服务人员、购销服务人员、软件和信息技术服务人员,上海、深圳、苏州、北京、杭州,744841.0,4603457.0,1121784.0,0.0817684700122395,非技术性技能×专业知识与职能,0.0057520664190057,0.0075107859177154,0.4457973785203479,-0.0091717052160466,0.020675838054058,90.0,150813.85292843654,0.5768641317783701,-0.9129773421036804,2.089106395973421,0.5979557652009457,591480.0,0.1216423142402985,0.0500919495983828,0.1931926788822142,-12.908384846390074,可预测,seasonal_3y,0.0450483681376886,744841.0
JZ05438,供应链与物流管理+视觉设计与数字内容制作,技能簇组合,供应链与物流管理,视觉设计与数字内容制作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0138094271995671,,,,4.0478426399965555,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,专业知识与职能,5.0,技术性技能,4.0,5.0,20454.0,8168.0,12500.0,2.884385983597827,0.7727583846680356,97.0,297.0,22.79970597388889,商务专业人员、销售人员、软件和信息技术服务人员、管理（工业）工程技术人员、电子商务服务人员,深圳、上海、杭州、北京、苏州,94626.0,1121784.0,915310.0,-0.0554837562963115,技术性技能×专业知识与职能,-0.0001805135578777,0.0051243558660657,0.9720200213583148,-0.0104380262899637,0.0100769991742082,59.0,53165.67347135235,-0.0180497266285735,-1.038373914129364,1.012794310724884,0.985214863277206,591480.0,0.0142142114635668,0.0077629947818314,0.0206654281453021,2.9312169009612754,可预测,seasonal_naive,0.0030942969400776,94626.0
JZ05439,供应链与物流管理+工业自动化与电气控制,技能簇组合,供应链与物流管理,工业自动化与电气控制,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027368634611483,,,,167.5641399677481,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,专业知识与职能,9.0,技术性技能,4.0,9.0,40543.0,16188.0,12500.0,2.991393685116454,0.6990849221813876,114.0,333.0,20.11302097370208,销售人员、管理（工业）工程技术人员、机械工程技术人员、仓储物流服务人员、软件和信息技术服务人员,深圳、上海、苏州、武汉、北京,127346.0,1121784.0,984310.0,-0.0059534952354559,技术性技能×专业知识与职能,0.0406283328091469,0.0142874601732667,0.005842142248984,0.0121328920066309,0.0691237736116629,71.0,69079.66229435055,4.146495525011511,1.2206794120539397,7.156883288510906,0.0261727972754487,591480.0,0.0441250486082578,0.0331717365930714,0.0550783606234442,61.22488108977247,可预测,trend_seasonal,0.0051703610615806,127346.0
JZ05440,供应链与物流管理+金融风控、投资与合规,技能簇组合,供应链与物流管理,金融风控、投资与合规,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0231132075471698,,,,-42.94541381560626,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,专业知识与职能,14.0,专业知识与职能,4.0,14.0,33545.0,13671.0,11500.0,3.2035579445830935,0.750514234610225,100.0,340.0,20.931598472167188,购销服务人员、销售人员、会计专业人员、管理（工业）工程技术人员、仓储物流服务人员,上海、深圳、北京、苏州、杭州,127466.0,1121784.0,804400.0,0.0423865128140494,专业知识与职能×专业知识与职能,0.0018753528732649,0.008036400881396,0.8162527096494029,-0.0141891835881076,0.0179398893346375,63.0,59962.340904639095,0.1877112447233362,-1.4088991563471027,1.8101775775258775,0.8665431609548163,591480.0,0.0188186661656091,0.0084000563956409,0.0292372759355773,-18.580464752874548,可预测,seasonal_3y,0.0066013373060479,127466.0
JZ05441,供应链与物流管理+人力资源与行政管理,技能簇组合,供应链与物流管理,人力资源与行政管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0130520051396496,,,,5.446018846379363,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,专业知识与职能,17.0,专业知识与职能,4.0,17.0,17933.0,7720.0,11500.0,3.2031344547984992,0.6965928734734846,86.0,303.0,19.112607021116347,人力资源专业人员、管理（工业）工程技术人员、行政事务处理人员、仓储物流服务人员、购销服务人员,上海、深圳、苏州、北京、广州,61129.0,1121784.0,530022.0,-0.0283744708399712,专业知识与职能×专业知识与职能,0.0121376769374649,0.0083954440955709,0.1543660452526842,-0.0047168803733972,0.0289922342483271,52.0,30219.07682104635,1.2211637471626533,-0.4705773363509987,2.9416600250404863,0.2828041884107293,591480.0,0.0135966070242876,0.0075511740365214,0.0196420400120538,4.1725534031819445,可预测,trend_seasonal,0.0036948057131357,61129.0
